,team_name,goals,attempts,attempts_on_target,attempts_off_target,attempts_blocked,matches_appearance,passes_accuracy,passes_attempted,passes_completed,ball_possession,cross_accuracy,cross_attempted,cross_completed,free_kick,attacks,assists,corners,offsides,recovered_ball,tackles,clearance_attempted,saves,goals_conceded,own_goal_conceded,saves_on_penalty,clean_sheet,fouls_committed,fouls_suffered,yellow_cards,red_cards
10,Finland,1.7272727272727273,11.090909090909092,3.727272727272727,3.909090909090909,3.4545454545454546,1.0,83.37,553.8181818181819,465.54545454545456,55.0,25.2,11.545454545454545,2.909090909090909,13.0,29.363636363636363,1.0909090909090908,4.181818181818182,1.3636363636363635,38.09090909090909,9.0,15.090909090909092,3.1818181818181817,1.2727272727272727,0.0,0.0,0.45454545454545453,11.545454545454545,10.545454545454545,1.3636363636363635,0.0
11,Netherlands,2.125,17.75,6.375,6.25,5.125,1.0,88.13,589.0,521.875,57.38,26.81,24.25,6.5,11.5,41.5,1.75,7.25,1.25,37.375,10.875,12.375,1.75,0.875,0.0,0.0,0.625,12.25,9.625,1.5,0.0
12,Austria,2.125,16.625,6.625,6.625,3.375,1.0,81.75,454.125,374.25,55.13,26.67,18.75,5.0,12.0,40.0,1.25,5.25,2.0,39.125,12.375,16.0,1.875,0.875,0.0,0.0,0.375,10.0,10.75,1.875,0.125
13,Slovakia,1.7,13.3,3.8,5.2,4.3,1.0,83.5,485.4,406.4,52.7,26.59,17.3,4.6,14.4,42.7,1.3,7.3,2.7,38.3,12.2,16.5,3.1,0.8,0.1,0.0,0.5,11.7,12.9,1.8,0.0
14,Scotland,2.125,10.125,3.25,4.0,2.875,1.0,81.75,440.25,371.375,46.88,25.18,17.375,4.375,15.625,41.25,1.5,4.375,0.875,33.75,8.75,14.0,2.375,1.0,0.0,0.0,0.5,12.625,13.125,2.375,0.0
15,Romania,1.6,14.5,4.8,5.8,3.9,1.0,77.8,438.9,352.7,52.0,19.88,16.1,3.2,13.5,40.8,0.9,5.0,1.6,36.8,11.3,18.3,3.0,0.5,0.0,0.0,0.6,10.7,10.4,2.3,0.1
16,Italy,2.0,15.75,4.5,6.625,4.625,1.0,87.5,608.125,533.375,58.88,26.76,19.625,5.25,11.25,45.0,1.75,6.75,1.75,40.125,11.625,7.0,1.875,1.125,0.0,0.0,0.375,11.5,10.875,1.75,0.0
17,Hungary,2.0,15.375,5.5,5.625,4.25,1.0,82.75,532.125,443.875,55.75,30.44,20.125,6.125,14.375,38.375,1.5,5.125,1.75,39.375,11.375,18.5,2.75,0.875,0.125,0.0,0.375,12.25,12.125,2.5,0.25
18,Kazakhstan,1.4545454545454546,9.363636363636363,3.8181818181818183,3.909090909090909,1.6363636363636365,1.0,76.91,382.27272727272725,296.3636363636364,45.1,29.26,13.363636363636363,3.909090909090909,10.545454545454545,24.454545454545453,0.8181818181818182,4.090909090909091,2.5454545454545454,40.72727272727273,17.636363636363637,22.363636363636363,2.8181818181818183,1.5454545454545454,0.09090909090909091,0.0,0.2727272727272727,14.363636363636363,9.090909090909092,3.090909090909091,0.09090909090909091
19,Poland,1.5,16.0,4.7,6.2,5.1,1.0,84.3,593.3,502.3,61.8,26.5,26.8,7.1,14.6,46.3,1.3,6.8,1.2,34.5,9.7,16.2,1.5,1.1,0.0,0.0,0.4,12.0,12.8,2.0,0.0
20,Serbia,1.875,13.875,4.5,6.125,3.25,1.0,86.63,582.625,504.5,59.5,29.85,23.875,7.125,14.0,45.75,1.75,5.875,1.625,36.5,10.0,14.125,1.625,1.125,0.0,0.0,0.25,11.625,12.25,1.5,0.0
21,Ukraine,1.5,10.7,4.1,4.3,2.3,1.0,83.6,451.9,379.0,50.5,23.02,12.6,2.9,10.7,28.7,1.0,4.2,1.5,34.7,9.4,17.9,3.1,1.0,0.1,0.0,0.3,13.6,9.3,2.2,0.0
22,Wales,1.4,12.4,4.7,5.0,2.7,1.0,80.2,402.2,328.7,45.1,28.78,13.9,4.0,13.3,32.2,1.2,3.7,1.4,35.0,10.5,17.9,2.1,1.1,0.0,0.1,0.3,10.8,12.1,2.1,0.3
23,Türkiye,1.75,15.5,5.625,6.75,3.125,1.0,85.38,534.5,458.5,58.13,25.0,22.5,5.625,13.25,43.75,1.5,5.375,1.625,40.25,11.375,17.875,3.125,0.875,0.125,0.0,0.375,11.25,11.375,3.375,0.0
24,Sweden,1.75,14.0,5.375,4.75,3.875,1.0,80.13,395.0,323.125,50.38,28.41,21.125,6.0,9.625,44.75,1.375,5.875,0.75,30.5,8.625,13.375,2.625,1.5,0.0,0.0,0.375,10.0,7.875,1.5,0.0
25,Georgia,1.4,11.2,3.1,4.8,3.3,1.0,82.4,426.4,354.9,43.4,23.72,9.7,2.3,11.3,31.3,0.9,2.1,1.0,38.2,15.1,18.7,3.4,1.8,0.2,0.0,0.3,11.1,9.9,2.7,0.1
26,Norway,1.75,13.125,4.625,5.0,3.5,1.0,87.63,569.625,504.375,55.38,27.86,17.5,4.875,8.5,35.625,1.25,4.75,0.625,37.25,7.625,15.125,1.375,1.5,0.125,0.0,0.125,10.625,8.0,1.375,0.0
27,Croatia,1.625,18.25,7.375,6.625,4.25,1.0,88.75,688.75,613.375,62.5,27.98,21.0,5.875,10.25,49.125,1.25,5.875,1.625,39.875,8.5,12.75,2.375,0.5,0.0,0.0,0.625,8.25,8.625,1.375,0.0
28,Luxembourg,1.1818181818181819,9.0,3.4545454545454546,3.8181818181818183,1.7272727272727273,1.0,78.19,396.27272727272725,312.3636363636364,49.82,24.14,10.545454545454545,2.5454545454545454,17.181818181818183,25.818181818181817,0.7272727272727273,3.272727272727273,2.6363636363636362,32.81818181818182,13.0,16.545454545454547,1.7272727272727273,1.9090909090909092,0.0,0.09090909090909091,0.36363636363636365,14.818181818181818,15.090909090909092,3.3636363636363638,0.18181818181818182
29,Israel,1.0909090909090908,14.363636363636363,4.7272727272727275,6.181818181818182,3.4545454545454546,1.0,83.37,530.6363636363636,445.09090909090907,57.73,22.82,18.727272727272727,4.2727272727272725,12.454545454545455,43.81818181818182,0.6363636363636364,5.363636363636363,1.2727272727272727,36.36363636363637,9.0,13.727272727272727,3.8181818181818183,1.3636363636363635,0.09090909090909091,0.0,0.18181818181818182,8.818181818181818,10.454545454545455,2.272727272727273,0.18181818181818182
30,Czechia,1.5,16.75,5.125,7.375,4.25,1.0,78.88,485.625,388.375,53.88,26.73,27.125,7.25,14.0,44.0,1.0,5.125,2.25,38.75,11.375,15.875,1.625,0.75,0.0,0.0,0.5,12.25,11.5,1.75,0.125
31,Albania,1.5,9.0,3.75,4.125,1.125,1.0,82.0,472.0,393.25,52.0,26.16,8.125,2.125,16.0,32.5,1.0,2.625,2.0,36.25,7.5,25.0,2.625,0.5,0.0,0.0,0.5,10.75,14.625,2.125,0.0
32,Kosovo,1.0,12.1,4.8,4.5,2.8,1.0,76.6,409.6,322.2,48.4,17.79,20.8,3.7,13.6,40.9,0.9,3.8,1.5,39.4,12.8,19.5,2.6,1.0,0.1,0.1,0.3,11.2,12.4,3.2,0.1
33,Bosnia and Herzegovina,0.9090909090909091,9.909090909090908,3.6363636363636362,4.0,2.272727272727273,1.0,81.0,448.54545454545456,368.27272727272725,48.82,30.29,15.909090909090908,4.818181818181818,13.636363636363637,32.90909090909091,0.45454545454545453,4.454545454545454,1.6363636363636365,34.90909090909091,11.727272727272727,18.636363636363637,1.6363636363636365,2.0,0.09090909090909091,0.0,0.18181818181818182,12.818181818181818,11.909090909090908,2.272727272727273,0.09090909090909091
34,North Macedonia,1.25,8.875,3.25,2.875,2.75,1.0,78.63,387.75,309.5,42.75,17.65,10.625,1.875,16.25,21.375,0.75,3.125,1.0,36.0,9.875,16.625,2.375,2.5,0.125,0.125,0.125,11.25,14.125,2.75,0.25
35,Republic of Ireland,1.125,14.125,4.875,4.875,4.375,1.0,85.63,491.25,423.5,51.88,31.82,24.75,7.875,12.25,40.625,0.75,7.0,1.25,33.25,12.125,17.0,2.625,1.25,0.0,0.0,0.25,10.875,10.25,1.75,0.125
36,Northern Ireland,0.9,10.9,3.3,4.2,3.4,1.0,76.91,431.9,344.0,50.5,21.63,18.5,4.0,14.1,29.3,0.8,4.6,2.0,35.8,12.3,16.4,1.9,1.3,0.1,0.0,0.3,10.6,12.0,2.5,0.1
37,Armenia,1.125,13.5,3.25,5.375,4.875,1.0,79.63,404.25,326.625,46.63,24.0,12.5,3.0,10.25,30.875,0.75,4.125,0.625,36.25,9.75,23.625,4.75,1.375,0.25,0.0,0.0,10.375,8.625,2.25,0.0
38,Montenegro,1.125,12.25,5.0,4.75,2.5,1.0,74.63,331.25,248.375,42.63,21.49,15.125,3.25,15.75,27.375,1.0,4.25,2.125,36.125,14.25,21.75,2.125,1.375,0.0,0.0,0.375,14.25,14.375,3.625,0.125
39,Belarus,0.9,9.7,3.0,4.4,2.3,1.0,74.0,353.6,267.4,43.6,27.01,13.7,3.7,11.4,25.1,0.6,3.1,2.0,36.4,10.0,27.9,3.4,1.4,0.0,0.0,0.4,11.5,10.1,3.0,0.0
40,Lithuania,1.0,7.5,2.5,3.875,1.125,1.0,76.25,370.25,285.5,43.0,31.17,9.625,3.0,13.375,23.625,0.875,2.375,1.75,40.5,14.25,26.0,5.25,1.75,0.0,0.0,0.125,13.25,10.875,2.125,0.125
41,Bulgaria,0.875,10.625,3.75,4.125,2.75,1.0,79.5,433.625,347.125,49.13,28.58,17.5,5.0,14.5,24.75,0.75,5.0,1.75,36.375,10.0,19.375,3.25,1.75,0.125,0.0,0.0,12.0,11.375,2.125,0.25
42,Moldova,0.875,9.0,2.75,3.625,2.625,1.0,68.88,309.75,220.625,40.25,22.96,15.25,3.5,13.5,30.375,0.375,3.625,1.5,41.0,13.375,26.625,2.875,1.25,0.0,0.0,0.25,15.625,12.125,3.0,0.125
43,Azerbaijan,0.875,6.75,2.375,3.0,1.375,1.0,77.63,382.5,300.75,46.75,20.59,8.5,1.75,14.125,23.875,0.75,3.375,1.25,32.875,13.125,22.375,4.25,2.125,0.125,0.0,0.25,11.75,11.625,2.875,0.25
44,Latvia,0.625,7.5,2.625,3.0,1.875,1.0,72.13,272.5,196.625,37.25,26.73,14.5,3.875,8.625,25.875,0.25,2.625,1.75,35.875,16.375,25.625,4.875,2.375,0.0,0.0,0.125,11.875,8.0,3.375,0.25
45,Estonia,0.3333333333333333,6.111111111111111,1.5555555555555556,3.3333333333333335,1.2222222222222223,1.0,71.89,291.44444444444446,213.88888888888889,38.12,30.38,8.777777777777779,2.6666666666666665,9.777777777777779,23.555555555555557,0.3333333333333333,2.3333333333333335,1.5555555555555556,34.55555555555556,11.11111111111111,26.666666666666668,3.4444444444444446,3.0,0.1111111111111111,0.0,0.0,10.0,7.444444444444445,1.8888888888888888,0.1111111111111111
46,Cyprus,0.375,6.0,2.625,2.375,1.0,1.0,79.25,347.125,279.875,37.5,22.23,6.75,1.5,12.625,17.875,0.25,1.875,1.375,31.375,11.625,18.625,3.125,3.5,0.0,0.0,0.0,8.75,11.0,2.25,0.125
47,Andorra,0.3,4.1,1.6,1.7,0.8,1.0,57.3,189.6,111.0,31.2,24.08,5.4,1.3,11.5,14.1,0.2,1.3,0.6,27.9,12.1,25.8,4.2,2.0,0.1,0.0,0.1,12.8,8.7,3.0,0.2
48,San Marino,0.3,3.4,0.9,1.6,0.9,1.0,65.5,212.4,141.2,30.7,10.42,4.8,0.5,13.9,11.8,0.1,1.1,0.9,36.5,14.8,34.1,2.9,3.1,0.1,0.0,0.0,11.6,10.5,2.2,0.0
49,Malta,0.25,6.375,1.375,2.625,2.375,1.0,78.25,356.75,279.375,37.75,17.34,9.375,1.625,11.25,19.0,0.125,1.875,0.5,38.125,12.5,18.5,3.375,2.5,0.375,0.0,0.0,11.875,9.375,2.125,0.0
50,Faroe Islands,0.25,5.125,0.75,2.75,1.625,1.0,75.13,377.625,289.625,42.88,18.9,15.875,3.0,12.625,21.5,0.25,2.875,0.5,35.625,10.0,26.875,3.25,1.625,0.0,0.125,0.125,13.0,9.125,2.5,0.125
51,Liechtenstein,0.1,4.2,1.5,1.9,0.8,1.0,63.6,198.9,128.9,32.8,18.87,5.3,1.0,14.3,15.1,0.0,1.5,0.7,25.9,12.7,29.1,5.5,2.8,0.1,0.0,0.0,12.0,10.3,1.7,0.0
52,Gibraltar,0.0,1.25,0.25,0.875,0.125,1.0,64.63,202.5,134.0,30.5,12.5,3.0,0.375,10.75,6.875,0.0,0.625,1.75,29.625,9.25,42.0,6.375,5.125,0.25,0.0,0.0,6.625,9.125,0.875,0.25
